adult_popup,comments_count,date,image,link,share_count,tag,title
Just For Kids,8,2017/03/30,http://cdn1-a.production.images.static6.com/XxmyXtQPVFkyyWGsoflR-6o7150=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1423947/original/012325700_1480662109-20161202-Peserta-Aksi-Damai-212-Salat-Jumat-di-Tengah-Hujan-Deras-Fanani-4.jpg,http://news.liputan6.com/read/2904769/disebut-bermuatan-politik-ini-jawaban-penanggung-jawab-aksi-313,129,Peristiwa,"Disebut Bermuatan Politik, Ini Jawaban Penanggung Jawab Aksi 313"
Just For Kids,0,2017/03/30,http://cdn1-a.production.images.static6.com/BmCjhKUrD8T3_Fix3x2pvYjjfAA=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1551277/original/024332000_1490837703-_20170330AP_Top_Scorer_CONMEBOL_03.jpg,http://bola.liputan6.com/read/2904745/brasil-ke-piala-dunia-2018-neymar-dugem-bareng-artis-cantik,15,Corner,"Brasil ke Piala Dunia 2018, Neymar Dugem Bareng Artis Cantik"
Just For Kids,0,2017/03/30,http://cdn0-a.production.images.static6.com/YedQ8NhtV-E4VqdZBSF-LxJGxUk=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/849473/big/011026700_1428838017-Ilustrasi-pembunuhan-wanita.jpg,http://global.liputan6.com/read/2904836/mengerikan-pria-israel-berkeliaran-menenteng-kepala-istri,1.7k,Internasional,"Mengerikan, Pria Israel Berkeliaran Menenteng Kepala Istri"
Just For Kids,0,2017/03/30,http://cdn0-a.production.images.static6.com/a4gGIPV6CCL-OHeNTcDo0Q6R448=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1552133/original/009101400_1490876312-673x373-A.jpg,http://pilkada.liputan6.com/read/2904917/ahok-djarot-kembali-didukung-relawan-agus-silvy,171,Pilkada,Ahok-Djarot Kembali Didukung Relawan Agus-Silvy
Just For Kids,0,2017/03/30,http://cdn0-a.production.images.static6.com/gqGAvK4ph98rJhp0UJeuWucdaQc=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1154114/original/073781300_1456460227-20160226-Kemacetan-Akibat-Banjir-Fanani-1.jpg,http://otomotif.liputan6.com/read/2904395/aisi-transportasi-umum-tak-akan-matikan-industri-otomotif,15,Oto News,AISI: Transportasi Umum Tak Akan Matikan Industri Otomotif
Just For Kids,0,2017/03/30,http://cdn0-a.production.images.static6.com/V8eJOIbGGWJgVzAUTz0Fn4hPCFA=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/956385/big/036606500_1439556958-ilustrasi-soekarno-hatta-rumah-rengasdengklok-1.jpg,http://news.liputan6.com/read/2904638/6-pahlawan-indonesia-yang-kisahnya-pernah-difilmkan,4.6k,Peristiwa,6 Pahlawan Indonesia yang Kisahnya Pernah Difilmkan
Just For Kids,0,2017/03/30,http://cdn1-a.production.images.static6.com/nEDUcg_VxolGy9nNqjZF1mqax0E=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1552099/original/090982800_1490874980-Aher_Tinjau_Bekasi.jpg,http://news.liputan6.com/read/2904886/antisipasi-banjir-aher-sarankan-bekasi-bangun-kolam-retensi,131,Peristiwa,"Antisipasi Banjir, Aher Sarankan Bekasi Bangun Kolam Retensi"
Just For Kids,0,2017/03/30,http://cdn0-a.production.images.static6.com/O_HQSf50hUdiEnIZCfICM5o1Y4I=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1546724/original/032594700_1490354987-Ahok_KakekJaman.jpg,http://pilkada.liputan6.com/read/2904863/ahok-jenguk-warga-sakit-jadi-fokus-kampanye-putaran-2-pilkada-dki,13,Pilkada,Ahok Jenguk Warga Sakit Jadi Fokus Kampanye Putaran 2 Pilkada DKI
Just For Kids,0,2017/03/30,http://cdn1-a.production.images.static6.com/bq0tzxZR7lsre7tRb7jTeb1Szu0=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1053596/original/061875500_1447396619-20151113-AP-II-Wacanakan-pembentukan-cargo-village-Angga-1.jpg,http://bisnis.liputan6.com/read/2904812/pakai-jasa-kargo-garuda-indonesia-kini-tak-perlu-ke-bandara,12,Ekonomi,Pakai Jasa Kargo Garuda Indonesia Kini Tak Perlu ke Bandara
Just For Kids,0,2017/03/30,http://cdn1-a.production.images.static6.com/y_azYohY-0KIMRIfNxBuzClz3_Y=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1421325/original/013646800_1480491637-Cheryl_Cole_dan_Liam_Payne.jpg,http://showbiz.liputan6.com/read/2903451/punya-anak-cheryl-cole-dan-liam-payne-justru-beda-pendapat,11,Hollywood,"Punya Anak, Cheryl Cole dan Liam Payne Justru Beda Pendapat"
