adult_popup,comments_count,date,image,link,share_count,tag,title
Just For Kids,0,2017/03/03,http://cdn0-a.production.images.static6.com/i38G_qnHwuZc7MqQrE2Sd4i8_rg=/0x60:1080x659/1280x710/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1494525/original/3859c880bbf8c3a1a06f05134822f52738814199748710_1998407386150207488_n.jpg,http://showbiz.liputan6.com/read/2874707/london-love-story-2-jalinan-cinta-segitiga-yang-bikin-galau,1.1k,Film,London Love Story 2: Jalinan Cinta Segitiga yang Bikin Galau
Just For Kids,0,2017/03/03,http://cdn0-a.production.images.static6.com/UFZP0a77g0Q6DS-mvbcGE7Y1mio=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1525725/original/045775500_1488539650-IMG-20170228-WA0001.jpg,http://bola.liputan6.com/read/2874841/derby-banua-panaskan-kalsel,11,Liga Indonesia,Derby Banua Panaskan Kalsel
Just For Kids,13,2017/03/03,http://cdn1-a.production.images.static6.com/mcq-jYmuJdPUMQXYf0LoXGMIB8I=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1436547/original/040490500_1481795360-161215_Kasus_Pelik_E-KTP_Banner_Abdillah.jpg,http://news.liputan6.com/read/2874887/siapa-nama-besar-yang-jadi-kejutan-di-sidang-korupsi-e-ktp,102,Peristiwa,Siapa Nama Besar yang Jadi Kejutan di Sidang Korupsi E-KTP?
Just For Kids,0,2017/03/03,http://cdn0-a.production.images.static6.com/9sUiFG20EkfOPgRwyEKncwxSaxg=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1026226/original/054998400_1445317744-20151020-stokfoto-BudiWaseso-BambangBrojonegoro-6.jpg,http://bisnis.liputan6.com/read/2874848/menteri-ppn-pemda-harus-kembangkan-inisiatif-lokal,18,Ekonomi,Menteri PPN: Pemda Harus Kembangkan Inisiatif Lokal 
Just For Kids,0,2017/03/03,http://cdn1-a.production.images.static6.com/XeDYuDsN7Tp5EEx34yQiclF1V7E=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1355314/original/086545800_1474777816-1_2016-09-24T161655Z_117735415_MT1ACI14621179_RTRMADP_3_SOCCER-ENGLAND-LIV-HUL.JPG,http://bola.liputan6.com/read/2874905/kenapa-liverpool-mandul-lawan-tim-gurem,173,Liga Inggris,Kenapa Liverpool Mandul Lawan Tim Gurem?
Just For Kids,2,2017/03/03,http://cdn1-a.production.images.static6.com/50RpK_P24B_V6zLvLwCxM9zqqgs=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1521589/original/092824700_1488257105-Raja-Salman5.jpg,http://global.liputan6.com/read/2874883/2-kado-istimewa-raja-arab-untuk-masjid-istiqlal,76.2k,Internasional,2 Kado Istimewa Raja Arab untuk Masjid Istiqlal
Just For Kids,2,2017/03/03,http://cdn0-a.production.images.static6.com/dRPhy7TL61Y2ZtTiSBPBZO1m9jI=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1009551/big/037733500_1443971695-Eko_Patrio-4.jpg,http://showbiz.liputan6.com/read/2874476/eko-patrio-ingin-jadi-pangeran-arab-cocok,16,Selebritis,"Eko Patrio Ingin Jadi Pangeran Arab, Cocok?"
Just For Kids,0,2017/03/03,http://cdn0-a.production.images.static6.com/SrZifGIhoeYB0TNogWaC1WbrlfI=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1027334/original/016148700_1445397526-yahoo.jpg,http://tekno.liputan6.com/read/2874419/yahoo-kembali-ungkap-peretasan-32-juta-akun-pengguna,19,Tech News,﻿﻿Yahoo Kembali Ungkap Peretasan 32 Juta Akun Pengguna
Just For Kids,0,2017/03/03,http://cdn0-a.production.images.static6.com/HW5Vrb4i0lwU1fGARNii29LtnDQ=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1525770/original/032921100_1488542107-Foto_Liputan6.jpg,http://bisnis.liputan6.com/read/2874898/menteri-rini-paparkan-target-bumn-2017-di-atas-kapal-nelayan,18,Ekonomi,Menteri Rini Paparkan Target BUMN 2017 di Atas Kapal Nelayan
21 Tahun,0,2017/03/03,http://cdn0-a.production.images.static6.com/fxPYQRN8Qrnb_mKYy1M-TpeDm4g=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1440007/original/009833300_1482145005-seks_lansia.jpg,http://health.liputan6.com/read/2874754/aroma-seperti-ini-yang-bikin-wanita-ingin-bercinta,14,Seks,Aroma Seperti Ini yang Bikin Wanita Ingin Bercinta
