adult_popup,comments_count,date,image,link,share_count,tag,title
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/8I_rGei2NVrN_gcXcHYkXJ39yjY=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1529135/original/053847400_1488876417-Wanita_Bicara.jpg,http://lifestyle.liputan6.com/read/2878517/ternyata-ini-alasan-wanita-lebih-banyak-bicara-dari-pria,17,Life,Ternyata Ini Alasan Wanita Lebih Banyak Bicara dari Pria
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/w69Ns6cIZTZAZ0iT2QyIqVKuP84=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/715591/big/Anjungan_Lepas_Pantai__foto_4_.jpg,http://bisnis.liputan6.com/read/2884974/pertamina-total-dan-inpex-sepakat-jaga-produksi-blok-mahakam,14,Energi & Tambang,"Pertamina, Total dan Inpex Sepakat Jaga Produksi Blok Mahakam"
Just For Kids,0,2017/03/13,http://cdn1-a.production.images.static6.com/YyvLrRw2A8Ut56SBRSGg1lIH61w=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1360799/original/039018800_1475227785-20160930-Ario-Kiswinar-Laporkan-Mario-Teguh-ke-Polda-Metro-Jaya-Antonius-4.jpg,http://showbiz.liputan6.com/read/2884909/ario-kiswinar-kangen-mario-teguh-ini-tanggapan-ibu,19,Selebritis,"Ario Kiswinar Kangen Mario Teguh, Ini Tanggapan Ibu"
Just For Kids,0,2017/03/13,http://cdn1-a.production.images.static6.com/ev0D8SzCFZRoQKncgXFgwBVot9w=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1535412/original/085713800_1489407775-AP17068738169260.jpg,http://bola.liputan6.com/read/2884721/jika-kalah-lawan-chelsea-mu-tak-akan-menyesal,68,Liga Inggris,"Jika Kalah Lawan Chelsea, MU Tak Akan Menyesal"
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/FC-WZwkn_oIHrgNS1gdsFYwYReI=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1534915/original/047781100_1489385821-Norman_asal_india.jpg,http://otomotif.liputan6.com/read/2884426/gila-tak-mau-bayar-denda-malah-nangkring-di-motor-yang-diderek,251,Motor,"Gila, Tak Mau Bayar Denda Malah Nangkring di Motor yang Diderek"
Just For Kids,2,2017/03/13,http://cdn0-a.production.images.static6.com/HouQPzahFVm28DTviwpftSZbU-M=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1528732/original/072058100_1488862514-20170307-Sidang-Ahok-Ke-13-Kembali-Digelar-Pool-2.jpg,http://news.liputan6.com/read/2885091/ahli-hukum-hingga-teman-sd-jadi-saksi-sidang-ahok-ke-14,134,Peristiwa,Ahli Hukum hingga Teman SD Jadi Saksi Sidang Ahok ke-14
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/M57pzf46NKTRmEYQaQdPESyH3pQ=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1535292/original/045437000_1489402398-logam_tegal.jpg,http://regional.liputan6.com/read/2884873/tekad-tegal-kembali-menjadi-jepangnya-indonesia,32,Semarang,Tekad Tegal Kembali Menjadi Jepangnya Indonesia
Just For Kids,0,2017/03/13,http://cdn1-a.production.images.static6.com/0epigQIu2lKxsGq0nat1CtuS5CM=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1535158/original/051360000_1489394694-burung_1.jpg,http://citizen6.liputan6.com/read/2884696/sengit-pertarungan-induk-parkit-lindungi-sarang-dari-kadal,16,Hits,"Sengit, Pertarungan Induk Parkit Lindungi Sarang dari Kadal"
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/OyxyNnhIOqFAsY3280c0FxFozww=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1386905/original/056781700_1477553265-Menkeu5.jpg,http://bisnis.liputan6.com/read/2884973/tanggapan-sri-mulyani-soal-kasus-korupsi-e-ktp,13,Ekonomi,Tanggapan Sri Mulyani soal Kasus Korupsi e-KTP
Just For Kids,0,2017/03/13,http://cdn0-a.production.images.static6.com/1Ah7WBnvezX47xXOdLDjBw5m3m8=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1534486/original/093369900_1489356139-000_ML8Z3.jpg,http://bola.liputan6.com/read/2884784/ronaldo-jadi-pemain-dengan-kepala-tersubur-di-la-liga,22,Liga Spanyol,Ronaldo Jadi Pemain dengan Kepala Tersubur di La Liga
