adult_popup,comments_count,date,image,link,share_count,tag,title
Just For Kids,4,2017/03/16,http://cdn1-a.production.images.static6.com/xeOtzfPxMXQ4RCOzNg7t0RG3_v4=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1536456/original/062992800_1489483617-Pajak5.jpg,http://bisnis.liputan6.com/read/2888469/tutorial-pajak-cara-lapor-spt-pajak-lewat-e-filing,2.9k,Ekonomi,Tutorial Pajak: Cara Lapor SPT Pajak Lewat e-Filing
Just For Kids,0,2017/03/16,http://cdn1-a.production.images.static6.com/89934my3e2MvgcBMpBat_nsg0YI=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1439726/original/066869200_1482134960-20161219-Gandeng-Tiga-Bank_-KAI-Luncurkan-Kartu-Railpay-Gempur-4.jpg,http://bisnis.liputan6.com/read/2889066/strategi-bank-bni-hadapi-kenaikan-suku-bunga-the-fed,16,Bank,Strategi Bank BNI Hadapi Kenaikan Suku Bunga The Fed
Just For Kids,0,2017/03/16,http://cdn0-a.production.images.static6.com/9lh1GxMaynKU4QJbn0hnD2Gjh6U=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1524760/original/085384100_1488452849-20170302-Seleksi-Latihan-Timnas-Indonesia-U-19-HEL4.jpg,http://bola.liputan6.com/read/2889038/daftar-35-pemain-seleksi-timnas-u-19-di-piala-aff-2017,225,Liga Indonesia,Daftar 35 Pemain Seleksi Timnas U-19 di Piala AFF 2017 
Just For Kids,0,2017/03/16,http://cdn1-a.production.images.static6.com/ZFH2mNFY3K8HIAn1c4WIUoWNj10=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1535795/original/057206500_1489458932-099378400_1421822338-telinga.jpg,http://lifestyle.liputan6.com/read/2885659/cara-cepat-atasi-jerawat-pada-telinga,19,Fashion & Beauty,Cara Cepat Atasi Jerawat pada Telinga
Just For Kids,1,2017/03/16,http://cdn1-a.production.images.static6.com/yOrqyjq-FS8wzICQ_aP83mdXY1U=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1519271/original/028500300_1488025377-nikita_mirzani.JPG,http://showbiz.liputan6.com/read/2889120/mantan-suami-ingin-bertemu-anak-nikita-mirzani-minta-rp-400-juta,1.3k,Selebritis,"Mantan Suami Ingin Bertemu Anak, Nikita Mirzani Minta Rp 400 Juta"
Just For Kids,4,2017/03/16,http://cdn1-a.production.images.static6.com/AHnRLH7k3krZ7EKsVIZ94I2zHYc=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1537663/original/003421600_1489571497-Motor_listrik_roda_tiga9.jpg,http://otomotif.liputan6.com/read/2888892/top3-berita-hari-ini-sosok-emak-emak-pengendara-motor-roda-tiga,859,Otomotif,Top3 Berita Hari Ini: Sosok Emak-Emak Pengendara Motor Roda Tiga
Just For Kids,0,2017/03/16,http://cdn0-a.production.images.static6.com/g046LiIXyIlHM9cTk5wyDaNcckg=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1538860/original/073295100_1489656841-20170316-KPK-Publikasikan-Laporan-Pemberian--Raja-Salman-Afandi-4.jpg,http://news.liputan6.com/read/2889096/kpk-imbau-pejabat-negara-laporkan-hadiah-dari-raja-salman,16,Peristiwa,KPK Imbau Pejabat Negara Laporkan Hadiah dari Raja Salman
Just For Kids,0,2017/03/16,http://cdn0-a.production.images.static6.com/kHHE8fahxJiPbNqBALcnvYxRR1c=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1536537/original/062277200_1489485804-2017-03-14-PHOTO-00010492.jpg,http://bola.liputan6.com/read/2889004/umuh-essien-tak-minta-yang-aneh-aneh,334,Liga Indonesia,Umuh: Essien Tak Minta yang Aneh-Aneh
Just For Kids,8,2017/03/16,http://cdn1-a.production.images.static6.com/jWFADfP2WPxBGbJUS8vBSR5OH6A=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1117680/original/016731200_1453346272-3056A6DF00000578-3406445-image-a-8_1453210891543.jpg,http://global.liputan6.com/read/2888797/kenapa-jendela-pesawat-bulat-ini-tragedi-yang-jadi-alasannya,7.4k,Sains,Kenapa Jendela Pesawat Bulat? Ini Tragedi yang Jadi Alasannya
Just For Kids,0,2017/03/16,http://cdn0-a.production.images.static6.com/0CFtTRcyjGTTpf-LDmDzlHpMoRw=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1539019/original/041304700_1489662778-Foto_Liputan6.jpg,http://bisnis.liputan6.com/read/2889021/bni-sebar-dividen-rp-396-triliun,11,Bank,"BNI Sebar Dividen Rp 3,96 Triliun"
