adult_popup,comments_count,date,image,link,share_count,tag,title
Just For Kids,0,2017/03/18,http://cdn0-a.production.images.static6.com/ljPR94uFFy_eWLerJ3L85c1yvv4=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1477751/original/019831700_1484828015-20170119-Golkar-JT1.jpg,http://news.liputan6.com/read/2891314/reaksi-golkar-atas-laporan-dugaan-kode-etik-setnov-terkait-e-ktp,14,Peristiwa,Reaksi Golkar Atas Laporan Dugaan Kode Etik Setnov Terkait E-KTP
Just For Kids,2,2017/03/18,http://cdn0-a.production.images.static6.com/6nApZVSi5Dcy2IMWSh6BQ03lnhs=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1527644/original/057062600_1488777854-IMG-20170306-WA0003.jpg,http://pilkada.liputan6.com/read/2891326/dpw-pan-deklarasi-dukung-anies-sandi-di-putaran-dua-pilkada-dki,16,Pilkada,DPW PAN Deklarasi Dukung Anies - Sandi di Putaran Dua Pilkada DKI
Just For Kids,0,2017/03/18,http://cdn1-a.production.images.static6.com/f8Z-H6zkw9BLT-2FsTk3RWhsnyQ=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1539988/original/060119500_1489737160-koleksi_mobil_klasik_terbakar..jpg,http://otomotif.liputan6.com/read/2890068/puluhan-mobil-klasik-senilai-rp-40-miliar-ludes-terbakar,6.3k,Oto News,Puluhan Mobil Klasik Senilai Rp 40 miliar Ludes Terbakar
Just For Kids,1,2017/03/18,http://cdn0-a.production.images.static6.com/z9_TuUftAQ-nJX74AeoUgKvrBww=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1540493/original/017465000_1489757075-bunuh.jpg,http://news.liputan6.com/read/2891273/istri-pria-bunuh-diri-live-di-facebook-minta-maaf,974,Peristiwa,Istri Pria Bunuh Diri Live di Facebook Minta Maaf
Just For Kids,0,2017/03/18,http://cdn0-a.production.images.static6.com/PUV100lPKpuv5e6JvFz5-2e686k=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1509635/original/063517100_1487303163-Manchester-United--Saint-Etienne-Liga-Europa1.jpg,http://bola.liputan6.com/read/2891206/cerita-ibrahimovic-tiru-gaya-bermain-van-basten,34,Liga Italia,Cerita Ibrahimovic Tiru Gaya Bermain Van Basten 
Just For Kids,0,2017/03/18,http://cdn0-a.production.images.static6.com/D6lzFxaNnVTdTpySD4Wih2T_kOU=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1540999/original/019309900_1489828180-puslabfor.jpg,http://news.liputan6.com/read/2891320/puslabfor-polri-olah-tkp-lift-jatuh-di-blok-m-square,10,Peristiwa,Puslabfor Polri Olah TKP Lift Jatuh di Blok M Square
Just For Kids,0,2017/03/18,http://cdn0-a.production.images.static6.com/pUPbXHcPKf8A-FDzbOaQ5UqwQYE=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1540987/original/073941400_1489827568-20170318-Penembakan_Bandara_Prancis.jpg,http://global.liputan6.com/read/2891321/insiden-penembakan-pengunjung-bandara-di-prancis-dievakuasi,2.2k,Internasional,"Insiden Penembakan, Pengunjung Bandara di Prancis Dievakuasi"
Just For Kids,0,2017/03/18,http://cdn1-a.production.images.static6.com/XpGIlF_b9s-SHQoonxmQb_Ma9lg=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1540041/original/036703000_1489739315-20170317-Lift-Pengunjung-Mal-di-Blok-M-Square-Jatuh-Gempur-6.jpg,http://news.liputan6.com/read/2891211/polisi-tunggu-keterangan-medis-korban-lift-jatuh-blok-m-square,11,Peristiwa,Polisi Tunggu Keterangan Medis Korban Lift Jatuh Blok M Square
Just For Kids,2,2017/03/18,http://cdn0-a.production.images.static6.com/BxWNzB6oGzaZI6YYyB5-1-gN53E=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/1164539/original/048369700_1457417156-maxresdefault.jpg,http://regional.liputan6.com/read/2890392/sambut-nyepi-warga-bali-diimbau-tak-buat-ogoh-ogoh-singgung-sara,12,Denpasar,"Sambut Nyepi, Warga Bali Diimbau Tak Buat Ogoh-Ogoh Singgung SARA"
Just For Kids,0,2017/03/18,http://cdn0-a.production.images.static6.com/93U9iFdlu7DX1r4oiwfvTBJY9iA=/1280x710/smart/filters:quality(75):strip_icc():format(jpeg)/liputan6-media-production/medias/727038/big/003166400_1408959156-listrik_4.jpg,http://bisnis.liputan6.com/read/2891242/jokowi-pasang-badan-untuk-kelanjutan-proyek-pembangkit-mangkrak,28,Energi & Tambang,Jokowi Pasang Badan untuk Kelanjutan Proyek Pembangkit Mangkrak
